ClientName,ProjectName,PinNumber
Telus,Storyline games,CA/1255/2183
Telus,Device care toolbook conversion,CA/1255/2325
Telus,Pre-sales activities,CA/1255/2351
Telus,Driving at TELUS,CA/1255/22916
Tenneco,5S Pilot,US/1262/1788
Revera Living,Induction,US/1263/1789
"Cadwalader, Wickersham & Taft LLP",Pilot password protocol,US/1265/1797
Examforce,1250 Question Stems,US/1273/1831
Healthcare Learning,DSC Project,GB/1274/1830
Folens Publishing,HTML5 conversion,IE/1278/1853
Active IQ Academy,Arabic Localization,GB/1324/2082
Lenovo,Spanish translation,US/1326/2571
Lenovo,Development of ten 30 mins modules,US/1326/2115
Lenovo,Vibe Z2 Localization,US/1326/2291
"Sparta Systems, Inc.",TrackWise Training Updates,US/1329/2098
UL Eduneering,Pilot request for whiteboard animation,US/1333/2114
ABB,Motor Animations,FR/1359/2224
ABB,Operating Robot using Teach Pendant,FR/1359/2371
Twenty Eighty Strategy Execution,13 courses migration to BenchPrep,US/1386/2422
Computer Generated Solutions Canada Ltd.,Comcast Project,CA/1427/22813
John Wiley and Sons,CME eLearning,GB/1437/2669
ESSILOR INTERNATIONAL,Information security eLearning,FR/1458/33146
ESSILOR INTERNATIONAL,Sales training programs,FR/1458/33420
ESSILOR INTERNATIONAL,Xperio UV APT eLearning,FR/1458/23063
ESSILOR INTERNATIONAL,Essilor EDGE Lite Talent Management courses,FR/1458/23064
ESSILOR INTERNATIONAL,Canadian French Translation of Silver Finishing Product Suite Handbooks,FR/1458/22947
ESSILOR INTERNATIONAL,APEX Conversion to HTML5,FR/1458/33368
ESSILOR INTERNATIONAL,Finance courses,FR/1458/33408
ESSILOR INTERNATIONAL,Spanish Translation of P&V eLearning,FR/1458/33604
CloudSoft Mobile,Camtasia Project,US/21553/33262
"Alliance Tire Americas, Inc.",Dealers Network Sales Training,US/21598/33431
Traveling Vineyard,Let's get growing pilot,US/21602/33445
Mavi Interactive,Game Production,US/21605/33480
Maruti Suzuki,SBT evaluation,IN/1003/2122
Maruti Suzuki,Learning Refreshers,IN/1003/33111
Maruti Suzuki,Maruti VR POC,IN/1003/33945
Maruti Suzuki,Service Department Prototype,IN/1003/23081
UPES,POC Scope Finalization,IN/1004/22990
PepsiCo International Ltd. Dubai Branch,Changes in GCS Course,AE/1014/2104
Acer Computers,My Acer,AE/1109/2556
Acer Computers,VMV CR Evaluation,AE/1109/2557
Acer Computers,SB for PEMS,AE/1109/33750
Acer Computers,Career Growth - Course Series,AE/1109/23090
Punjab National Bank,Content Publishing,IN/1126/33926
ArtisArk ,Adaptive Content Project,IN/1196/1573
Maruti Driving School,E-Courses ,IN/1197/1576
Schlumberger Technology Corporation,Drive SMARRT Project ,US/1261/33752
Schlumberger Technology Corporation,Maintenance Course ,US/1261/2289
PepsiCo Australia,SAP Courses ,AU/1266/1800
PepsiCo Australia,Modification in GCS e-course,AU/1266/1803
Pearl Academy,Marketing Course,IN/1353/33499
Union National Bank,ISO 26000 Awareness Course,AE/1379/2362
Britannica,Animation Work Evaluation,IN/21584/33387
McKinsey & Company,GD Resource Placement,IN/21649/33664
Snapdeal,Competency Game,IN/21660/33724
Laureate Education,Resource Project,IN/21682/33834
Laureate Education,Pearl Pilot Project,IN/21682/33946
Laureate Education,Branding Phase 2,IN/21682/33981
Laureate Education,ILT work from Saudi,IN/21682/33989
Laureate Education,Branding update work,IN/21682/33836
EY India LLP,Webinar Solution,IN/21691/33863
Centum Learning,Video Based Courses,IN/21819/34265
Philips,Lighting Design & Application,NL/1012/1614
Philips,Lighting Design & Application,NL/1012/1615
Philips,Estimation for Storewise Training,NL/1012/22977
Philips,Estimation - Rexel Training Module,NL/1012/2269
Philips,RFQ - Lighting Moodboard & Images,NL/1012/2457
Philips,Philips Lighting - Presales activities,NL/1012/1613
Genpact,FMP Updates Estimation,IN/1043/1479
Genpact,GE Sensing documents rebranding,IN/1043/1504
Genpact,GCI Module - Tablet Version,IN/1043/1777
Genpact,Amazon application eLearning,IN/1043/1571
Genpact,Estimation - 20 courses redevelopment,IN/1043/2205
MoneyGram,RFQ - Compliance PPT to SCORM conversion,US/1091/2329
MoneyGram,RFQ - Compliance Fundamentals Localization,US/1091/22863
MoneyGram,Agent Training Lifecycle Project,US/1091/1577
Ecovadis,RFQ - CSR Customized Versions,FR/1096/2484
Citrix,Estimation - Trouble Traps e-Course ,AU/1198/1579
Philips Healthcare,RFQ - Bulk Migration eLearning,US/1211/2677
Philips Healthcare,Presales Activties,US/1211/2777
Philips Healthcare,Miscallenous Activities,US/1211/2778
Audi of America,Prototype - Brand Orientation e-Course,US/1360/2243
G-Cube,Rate Card & PDD Development,IN/11495/22952
Illumina Interactive,CPC Anxiety Update,US/1010/2225
Illumina Interactive,Solidworks - Translation of 8 Modules,US/1010/2249
Illumina Interactive,HTI - RFP,US/1010/2605
Illumina Interactive,BSC production /translation project,US/1010/2737
Illumina Interactive,SOLIDWORKS 8 modules -Update,US/1010/33184
Illumina Interactive,CPC - Adult Modules Changes,US/1010/33199
Illumina Interactive,508/WCAG accessibility to PDF documents ,US/1010/33223
Illumina Interactive,UN - WHO Drupal Content Work,US/1010/33252
Illumina Interactive,New Quote Request,US/1010/33388
Fifth P solutions,Captivate Production - 3 Modules,CA/1021/1328
Cook Ross Inc,Customizations to UB 2.0 Course,US/1024/2088
Smartfirm Inc,Localisation Project,US/1034/1040
Six Red Marbles,POC- Illustrations,IN/1035/1041
AchieveForum,Storyline Conversion - Giving Recognition,US/1039/1544
AchieveForum,Course Review & Validation,US/1039/22802
The LHT Group,Commercial Compliance Storyline,US/1042/1063
The LHT Group,Web Application Project,US/1042/1111
The LHT Group,Re-purposing Project- 10 languages,US/1042/1542
PracticeIT,Server 2012 and Windows 8  Practice Set Updates,GB/1059/1554
Eagle Productivity,Pfizer -  2 courses,US/1066/2259
Eagle Productivity,Course Localisation in 35 lanaguages,US/1066/23102
Eagle Productivity,Updating 8 Storyline Modules,US/1066/2491
Eagle Productivity,Captivate Courses - Pfizer,US/1066/2527
Eagle Productivity,2 Merck courses- Storyline,US/1066/2625
Eagle Productivity,Pfizer -7 Captivate Courses,US/1066/2724
Eagle Productivity,3 Flash courses and Audio Recording,US/1066/2740
Eagle Productivity,Field Email Analysis & Response,US/1066/2741
Eagle Productivity,6 Biogen courses -Localisation,US/1066/22890
Syberworks,Pilot - Genzyme ,US/1075/1110
IOWEU International,Octagon App - Localisation,GB/1076/1112
IOWEU International,Octagon Application Chinese,GB/1076/33393
CMR Institute,Human Body Graphics,US/1080/1147
Regent Boosters,3 Courses,US/1083/1124
eCornell,SCORM 2004 Converter Tool,US/1086/1136
Redwood,TTC - Toronto Transit Commission,CA/1100/1181
Encompass World,WFP -3 Modules,US/1101/2066
Encompass World,USPTO Project,US/1101/1184
Encompass World,FAO - RFP,US/1101/2310
Encompass World,Frech Translation - USAID,US/1101/2620
Encompass World,USPTO - Hiring Process,US/1101/2666
Encompass World,WHO Course,US/1101/22968
Encompass World,Gender-Based Violence 101 ,US/1101/33155
Shadowbox Learning Services,Course Build and Translation,CA/1104/2743
Shadowbox Learning Services,Math Gamification Project,CA/1104/2747
Shadowbox Learning Services,Job 150611  - 16 PDFs,CA/1104/33119
Shadowbox Learning Services,Word Document Translation,CA/1104/33295
Shadowbox Learning Services,Job No130916-1,CA/1104/1194
Shadowbox Learning Services,Localisation of Courses & Videos,CA/1104/22907
Immersed Technologies,HTML5 Conversion,US/1106/1196
Convergence Training ,Translation of 200 Courses,US/1108/1198
Convergence Training ,EHS - Translation Project,US/1108/2290
BIS Training,Video Project,CA/1124/1274
EIQ Services,MOA Animation Project,US/1133/1310
Weejee Learning,HTML Conversion - 2 Courses,US/1134/1311
Weejee Learning,Genworth - 001 Customer Service Training,US/1134/1685
Weejee Learning,Re-purposing 10 modules,US/1134/1711
Weejee Learning,Davita Project,US/1134/1697
VIA Delivers,Global Investigations Repurposing,US/1151/2432
VIA Delivers,Walmart Project,US/1151/1712
VIA Delivers,Walmart Project,US/1151/1974
VIA Delivers,XPLANE Johnson & Johnson Video engineering HINDI,US/1151/2765
VIA Delivers,Walmart Anti-Corruption CBT into Indian Languages,US/1151/22875
eLogic Learning,EO 1367 Price Estimation,US/1152/1414
eLogic Learning,Articulate Storyline - Development Project,US/1152/1550
eLogic Learning,ELL EDMC Update ,US/1152/1645
eLogic Learning,BRS 2 CAM Courses quote request,US/1152/1673
American Urological Association ,APNPA - Female Sexual Dysfucntion,US/1176/2572
American Urological Association ,Video Re-purposing Effort Estimation,US/1176/33106
American Urological Association ,Clinical Problem Solving CPS Protocols,US/1176/33256
American Urological Association ,ONC- Update PA,US/1176/1708
American Urological Association ,Surgical Assistance,US/1176/2049
American Urological Association ,Stone Management Course,US/1176/2332
American Urological Association ,CBLP Project - 12 courses,US/1176/2628
ATS Training & Consulting  ,Updating Benefit Advisor courses ,US/1182/2032
ATS Training & Consulting  ,2 Modules,US/1182/2779
ATS Training & Consulting  ,GTS - Storyline Conversion,US/1182/2532
ATS Training & Consulting  ,Ford - Contimination Project,US/1182/23025
Jones Lang Lasalle,Sustainability - Module 1&2,GB/1226/1743
Jones Lang Lasalle,POC- Sustainability Basics,GB/1226/1672
Jones Lang Lasalle,Internal graduate training support programme,GB/1226/33250
Jones Lang Lasalle,Compliance eLearning,GB/1226/33251
Jones Lang Lasalle,Health and Safety Awareness Module,GB/1226/33270
Entertainment Cruises,OSS Project,US/1241/1721
Information Mapping,Updating Foundation e-learning Course,BE/1243/1723
Kelly-Moore Paint Co,Documentation - KM Store Managers,US/1256/1762
Converge Creative,ToolBook Course Re-purposing,US/1258/2678
Converge Creative,Custom elearning Design Project,US/1258/22880
Examforce,Study Guides and Templates Creation,US/1273/2633
Examforce,CEH Project,US/1273/2635
Tribridge,Re-purposing BIG 5 Course,US/1297/1980
Maritime Training Services,Demonstration of Capability - 2 Videos,US/1315/2034
Maritime Training Services,Environmental Awarreness,US/1315/2086
Antidote Education Company,HHC & HSP Courses,US/1334/2127
Astellas ,RFP - Training Design and Development Services,US/1341/2151
Nielsen,Insight Studio Project,US/1357/2217
Nielsen,OGRDS Project,US/1357/2220
AMERICAN HEART ASSOCIATION,RFP- Product Development & Education GL2015,US/1368/2288
Navis Learning,Putnam Loans,US/1396/2452
District of Columbia,Documentation in Practice elearning module,US/1401/2479
Childrens Health Texas,Project 1 - Resources CBT ,US/1418/2561
Childrens Health Texas,Project 2- Fix corrupt Epic training for Nurse Student CBT,US/1418/2562
Childrens Health Texas,Gaming Interaction CBT,US/1418/22806
The National Center for Healthy Housing,RFP - Training Design and elearning Development,US/1443/2674
Red Cross Australia,2 Courses - Migrant Support Programs (MSP) ,AU/1444/2679
The University of Texas Health Science Center,RFP - BEECH Professional Development eLearning Course Redesign,US/1454/2742
"VW Credit, Inc",RFP - CLOVERLEAF END-USER TRAINING,US/1455/2746
"ACCESS Medical, LLC ",9 Courses in 9 Languages,US/11465/22803
"CBRE, Inc",2015 CBRE Ethics Custom Course RFP ,US/11477/22850
Edmentum,RFP - Elementary Intervention Learning Activities,US/11499/22979
Experis,NYC Department of Health and Mental Hygiene - Training Content Development ,US/11502/22991
National Center for State Courts ,Revised Idaho Facility Guidelines Course,US/11526/23103
Rescare,Upgradation of Existing 4 Courses,US/21541/33170
Veelo Inc,Mobipaks - Pilot Creation,US/21668/33791
ISACA,CISM  Manual- eLearning Conversion,US/41938/54637
Bayer,Bayer- RFP,US/42011/54884
Hindustan Coca Cola Beverages Private Limited,Right Execution Standards,IN/1022/1698
Hindustan Coca Cola Beverages Private Limited,Right Execution,IN/1022/1538
VE Commercial Vehicles,Content Development for SAP,IN/1054/1756
VE Commercial Vehicles,Development of Prototype for Warranty Manual,IN/1054/1912
Amway,Satinique,IN/1057/1977
Amway,HTML 5 Effort Estimation,IN/1057/2209
Amway,Estimation for Mobile Version and Localization,IN/1057/2281
Amway,Effort Estimation,IN/1057/2762
Amway,All Plant Protein,IN/1057/2763
Amway,Marketing Incentive,IN/1057/22955
Amway,Approach on New ABO Recruitment and Business Management,IN/1057/23001
PepsiCo India Holdings Private Limited,eLearning Module on MY HR,IN/1077/2665
PepsiCo India Holdings Private Limited,Authority Matrix Course Changes,IN/1077/1902
PepsiCo India Holdings Private Limited,Lead by Example,IN/1077/33257
Religare Securities Limited,Franchise induction,IN/1160/1433
HCL Technologies Ltd.,Audio Integration,IN/1165/1450
HCL Technologies Ltd.,Program FIRST eCourse Module,IN/1165/2282
HCL Technologies Ltd.,Appraiser Certification Program,IN/1165/1572
Mahindra & Mahindra-Automotive,eLearning Module on Scorpio,IN/1168/2221
Tata Communications Limited,SME Cost for Incusivity and diversity course,IN/1215/33287
Tata Communications Limited,Blended Training for Products,IN/1215/2170
Tata Communications Limited,Sales Force Training,IN/1215/2239
Tata Communications Limited,Workplace Harassment & Products Trainings,IN/1215/1619
Tata Communications Limited,SMAC,IN/1215/23104
Tata Communications Limited,CCD for SCM training,IN/1215/44445
Cairn India Limited,PR to PO Process,IN/1249/1746
VE Commercial Vehicles Limited,eLearning Module on Warranty Manual,IN/1252/1801
VE Commercial Vehicles Limited,After Market ,IN/1252/33284
Thomson Digital,Initial Capability Review,IN/1281/1870
GAP International Sourcing India Pvt Ltd.,eLearning module development for IT Induction,IN/1282/1871
Macquarie Global Services Private Limited.,KM Portal & Confluence,IN/1284/1879
Macquarie Global Services Private Limited.,Risk Management,IN/1284/2210
Canon India Pvt Ltd.,E Learning Content for Accounting Assistants,IN/1306/1995
NUCLEUS SOFTWARE EXPORTS LIMITED,POC - Code of Business Conduct,IN/1358/2222
Firstsource Solutions Ltd.,Game on Mission and Vision,IN/1439/2672
WILEY INDIA PVT. LTD,WSCCA,IN/1451/2729
Atlas Copco Business Services nv. ,POC - Industrial Air Division - Oil Free,BE/21624/33565
Atlas Copco Business Services nv. ,All Pre-Sales,BE/21624/34279
Hughes,Ethics and Compliance training,IN/21683/33838
Hughes,Code of conduct,IN/21683/34210
Green Peace India,Custom content development for Leadership Management,IN/21687/33855
IMRB International,Price Sensitivity Meter,IN/21693/33870
Paytm,Seller Academy,IN/21697/33899
Raymond India,CCD for sewing training,IN/21721/33992
Cyient,CCD for Cross Cultural training,IN/21730/34020
Procter and Gamble,Policy Framework,IN/21750/34056
Infosys,infosys training course for GST portal,IN/21752/34059
Kelly Services,KPMS Training solution,IN/21766/34110
ICSi,Custom content development for ICSI Learning,IN/21793/34198
Minacs,CCD for various courses,IN/21820/34266
DTDC Express,CCD for various courses,IN/21830/34307
Nityo Infotech,CCD for technical training,IN/21847/34363
Communicorp Group,Anti-Depressant Skills at work,AU/1028/1030
Astute Doctor,Re-branding of the Astute Doctor Courses,AU/1030/1949
Astute Doctor,Amendments in the Communicate Edition of all the Astute Doctor courses,AU/1030/2097
Astute Doctor,Updates on the Astute Doctor courses,AU/1030/33274
Genpact,RFQ - Sales Playbook eLearning Development,IN/1043/2364
Genpact,Translation of Documents from Danish to English,IN/1043/2219
Genpact,Flash to PPT Conversion,IN/1043/2417
Genpact,Estimation for Telkom project,IN/1043/22976
Genpact,RFQ - HTML Conversion of Amazon Modules,IN/1043/2469
Genpact,eCourse Development on ConCur tool,IN/1043/22918
Genpact,e-Course Development on iCon tool,IN/1043/22921
APL Group,eBook Development,AU/1067/1094
AVANA,Development of Whiteboard Animations,AU/1070/1604
Bright Alley,Standalone Version of Oyakudachi game,NL/1129/1735
Bright Alley,Migration of courses from Articulate Presenter to Storyline ,NL/1129/1916
Eassure,Resolutions Responsive RFiles Course,AU/1144/2302
Eassure,eCourses Development in Content Studio ,AU/1144/2423
Eassure,RM Non-Cartoon Series,AU/1144/33967
Crowe Horwath,Updation of e-learning packages,AU/1155/1416
Horizons Unlimited,Development of Two e-Learning Packages,AU/1158/1422
